"Date","Price","Open","High","Low","Vol.","Change %"
"02/28/2024","50,642","51,350","51,350","50,582","5.19K","0.06%"
"02/27/2024","50,612","51,606","51,606","50,584","284.17K","-1.05%"
"02/26/2024","51,151","51,500","51,500","50,810","3.13K","-0.59%"
"02/23/2024","51,453","50,018","51,682","50,018","0.47K","2.03%"
"02/22/2024","50,429","49,340","50,443","49,158","1.51K","3.48%"
"02/21/2024","48,732","49,095","49,095","48,411","0.16K","-0.71%"
"02/20/2024","49,079","49,983","49,983","48,973","1.26K","-0.90%"
"02/19/2024","49,523","49,450","49,793","49,177","1.40K","0.07%"
"02/16/2024","49,490","49,889","49,889","49,725","0.36K","0.08%"
"02/15/2024","49,452","49,845","49,845","49,586","1.81K","0.15%"
"02/14/2024","49,379","49,893","49,893","49,600","0.10K","0.40%"
"02/13/2024","49,181","50,188","50,255","49,194","1.32K","-1.03%"
"02/12/2024","49,691","50,210","50,210","49,500","1.83K","0.13%"
"02/09/2024","49,625","49,769","49,769","49,640","0.19K","0.67%"
"02/08/2024","49,296","50,000","50,000","49,000","1.20K","0.58%"
"02/07/2024","49,012","49,136","49,563","48,852","1.19K","0.35%"
"02/06/2024","48,839","49,266","49,266","48,617","6.38K","-0.52%"
"02/05/2024","49,092","49,209","49,309","48,237","1.62K","1.85%"
"02/02/2024","48,200","47,720","48,316","47,720","0.75K","1.90%"
"02/01/2024","47,302","48,153","48,635","47,200","5.57K","-0.50%"
