"Date","Price","Open","High","Low","Vol.","Change %"
"10/12/2022","5,937","6,099","6,099","5,886","126.29K","0.07%"
"10/11/2022","5,933","6,077","6,077","5,878","99.71K","-0.65%"
"10/10/2022","5,972","6,150","6,150","5,922","74.33K","-1.14%"
"10/07/2022","6,041","6,060","6,133","5,996","103.45K","-0.33%"
"10/06/2022","6,061","6,100","6,134","6,040","165.32K","0.33%"
"10/05/2022","6,041","6,100","6,129","6,020","74.62K","-0.67%"
"10/04/2022","6,082","6,000","6,099","5,984","67.98K","3.12%"
"10/03/2022","5,898","5,999","5,999","5,820","316.38K","0.70%"
"09/30/2022","5,857","5,900","5,999","5,726","120.86K","1.04%"
"09/29/2022","5,797","5,983","5,983","5,730","248.37K","-0.99%"
"09/28/2022","5,855","5,801","5,890","5,717","215.60K","-0.26%"
"09/27/2022","5,870","5,843","5,904","5,801","105.98K","0.46%"
"09/26/2022","5,843","6,000","6,000","5,750","220.29K","0.33%"
"09/23/2022","5,824","6,010","6,010","5,812","196.26K","-3.09%"
"09/22/2022","6,010","6,140","6,140","5,986","121.15K","-1.26%"
"09/21/2022","6,087","6,195","6,195","6,002","79.10K","0.02%"
"09/20/2022","6,086","6,073","6,171","6,063","75.62K","0.21%"
"09/19/2022","6,073","6,050","6,063","5,979","83.65K","-0.16%"
"09/16/2022","6,083","6,250","6,250","6,065","225.84K","-1.82%"
"09/15/2022","6,196","6,235","6,299","6,183","62.26K","-0.24%"
"09/14/2022","6,211","6,181","6,238","6,180","85.42K","-0.56%"
"09/13/2022","6,246","6,363","6,370","6,220","307.77K","-2.04%"
"09/12/2022","6,376","6,300","6,383","6,297","76.74K","1.54%"
"09/09/2022","6,279","6,314","6,323","6,150","60.36K","2.75%"
"09/08/2022","6,111","6,051","6,157","6,051","141.38K","0.74%"
"09/07/2022","6,066","6,101","6,317","6,026","384.95K","-1.24%"
"09/06/2022","6,142","6,140","6,321","6,122","51.56K","-0.15%"
"09/05/2022","6,151","6,127","6,169","6,059","179.19K","0.39%"
"09/02/2022","6,127","6,152","6,152","6,006","115.98K","2.01%"
"09/01/2022","6,006","6,389","6,389","5,982","340.75K","-2.25%"
"08/31/2022","6,144","6,290","6,290","6,127","119.11K","-0.08%"
"08/30/2022","6,149","6,342","6,342","6,150","66.53K","-2.43%"
"08/29/2022","6,302","6,360","6,500","6,225","86.80K","-1.36%"
"08/26/2022","6,389","6,427","6,483","6,365","86.95K","-0.62%"
"08/25/2022","6,429","6,494","6,494","6,355","155.27K","1.40%"
"08/24/2022","6,340","6,364","6,391","6,309","82.83K","0.13%"
"08/23/2022","6,332","6,300","6,367","6,269","57.74K","0.78%"
"08/22/2022","6,283","6,460","6,460","6,233","346.48K","-0.93%"
"08/19/2022","6,342","6,500","6,500","6,308","30.29K","-1.84%"
"08/18/2022","6,461","6,520","6,520","6,419","34.71K","0.23%"
"08/17/2022","6,446","6,500","6,502","6,413","63.04K","-0.46%"
"08/16/2022","6,476","6,405","6,501","6,405","402.42K","1.11%"
"08/15/2022","6,405","6,310","6,442","6,200","82.14K","-0.19%"
"08/12/2022","6,417","6,400","6,479","6,310","139.91K","-0.94%"
"08/11/2022","6,478","6,255","6,493","6,255","116.25K","2.40%"
"08/10/2022","6,326","6,419","6,419","6,255","180.05K","-0.68%"
"08/08/2022","6,369","6,307","6,416","6,283","113.00K","0.98%"
"08/05/2022","6,307","6,252","6,306","6,250","38.13K","1.17%"
"08/04/2022","6,234","6,299","6,322","6,213","78.71K","-0.05%"
"08/03/2022","6,237","6,119","6,338","6,105","187.46K","1.32%"
"08/02/2022","6,156","6,150","6,337","6,115","54.19K","-1.19%"
"08/01/2022","6,230","6,317","6,317","6,188","125.17K","-0.38%"
"07/29/2022","6,254","6,250","6,305","6,201","272.13K","0.21%"
"07/28/2022","6,241","6,249","6,318","6,201","106.74K","0.42%"
"07/27/2022","6,215","6,200","6,240","6,200","62.08K","0.10%"
"07/26/2022","6,209","6,150","6,235","6,150","343.17K","0.75%"
"07/25/2022","6,163","6,248","6,248","6,104","373.99K","-0.56%"
"07/22/2022","6,198","6,140","6,231","6,140","74.00K","0.36%"
"07/21/2022","6,176","6,080","6,196","6,080","55.11K","0.49%"
"07/20/2022","6,146","6,217","6,220","6,084","205.75K","-1.06%"
"07/19/2022","6,212","6,082","6,229","6,080","86.76K","1.29%"
"07/18/2022","6,133","6,054","6,152","6,051","49.60K","3.08%"
"07/15/2022","5,950","5,930","5,970","5,875","299.43K","0.51%"
"07/14/2022","5,920","6,274","6,274","5,901","74.66K","-2.36%"
"07/13/2022","6,063","6,109","6,155","6,000","68.89K","-1.29%"
"07/12/2022","6,142","6,022","6,165","6,022","75.83K","-0.28%"
"07/11/2022","6,159","6,218","6,218","6,116","31.81K","-1.74%"
"07/08/2022","6,268","6,217","6,268","6,156","69.81K","0.80%"
"07/07/2022","6,218","6,115","6,234","6,115","150.64K","3.08%"
"07/06/2022","6,032","6,036","6,090","6,000","93.48K","1.16%"
"07/05/2022","5,963","6,287","6,287","5,942","175.16K","-3.02%"
"07/04/2022","6,149","6,113","6,195","6,061","285.07K","2.02%"
"07/01/2022","6,027","6,214","6,214","6,020","241.43K","-2.11%"
"06/30/2022","6,157","6,209","6,209","6,058","81.02K","-0.90%"
"06/29/2022","6,213","6,193","6,234","6,151","101.08K","-0.38%"
"06/28/2022","6,237","6,250","6,290","6,100","129.61K","0.48%"
"06/27/2022","6,207","6,053","6,299","6,053","193.84K","2.54%"
"06/24/2022","6,053","5,959","6,109","5,947","277.08K","1.58%"
"06/23/2022","5,959","6,139","6,139","5,912","159.40K","-0.80%"
"06/22/2022","6,007","6,280","6,280","5,951","59.07K","-1.46%"
"06/21/2022","6,096","6,090","6,178","6,027","67.52K","0.31%"
"06/20/2022","6,077","6,099","6,100","5,990","91.32K","1.62%"
"06/17/2022","5,980","6,100","6,100","5,973","55.59K","-3.00%"
"06/15/2022","6,165","6,000","6,187","5,945","98.83K","2.54%"
"06/14/2022","6,012","6,100","6,125","5,998","147.89K","-0.82%"
"06/13/2022","6,062","6,150","6,198","6,027","133.95K","-2.13%"
"06/10/2022","6,194","6,513","6,513","6,166","96.96K","-1.87%"
"06/09/2022","6,312","6,400","6,453","6,300","227.57K","-1.27%"
"06/08/2022","6,393","6,500","6,500","6,378","44.99K","-0.61%"
"06/07/2022","6,432","6,460","6,545","6,174","73.33K","-1.02%"
"06/06/2022","6,498","6,460","6,555","6,460","92.79K","0.09%"
"06/03/2022","6,492","6,642","6,642","6,492","184.90K","-0.15%"
"06/02/2022","6,502","6,620","6,620","6,332","84.93K","0.45%"
"06/01/2022","6,473","6,739","6,739","6,475","242.09K","-1.66%"
"05/31/2022","6,582","6,610","6,630","6,540","297.52K","-0.03%"
"05/30/2022","6,584","6,450","6,612","6,450","154.12K","2.30%"
"05/27/2022","6,436","6,387","6,460","6,379","235.11K","1.32%"
"05/26/2022","6,352","6,355","6,375","6,105","177.43K","2.82%"
"05/25/2022","6,178","6,200","6,234","6,101","98.95K","0.16%"
"05/24/2022","6,168","6,236","6,275","6,101","46.90K","-1.09%"
"05/23/2022","6,236","6,260","6,285","6,205","95.01K","0.69%"
"05/20/2022","6,193","6,230","6,288","6,192","48.09K","-0.27%"
"05/19/2022","6,210","6,150","6,225","6,100","93.50K","-1.60%"
"05/18/2022","6,311","6,354","6,399","6,291","53.21K","-0.80%"
"05/17/2022","6,362","6,485","6,485","6,350","95.83K","0.97%"
"05/16/2022","6,301","6,240","6,333","6,103","84.85K","0.83%"
"05/13/2022","6,249","6,222","6,259","6,131","64.28K","2.22%"
"05/12/2022","6,113","6,178","6,178","6,002","118.43K","-1.89%"
"05/11/2022","6,231","6,100","6,249","6,100","101.95K","1.98%"
"05/10/2022","6,110","6,100","6,181","6,070","169.87K","0.49%"
"05/09/2022","6,080","6,311","6,311","6,054","115.69K","-1.76%"
"05/06/2022","6,189","6,350","6,595","6,120","183.76K","-2.72%"
"05/05/2022","6,362","6,517","6,517","6,342","126.57K","-0.90%"
"05/04/2022","6,420","6,500","6,500","6,388","281.91K","-1.32%"
"05/03/2022","6,506","6,750","6,750","6,501","130.70K","-1.60%"
"04/29/2022","6,612","6,797","6,797","6,581","221.92K","1.54%"
"04/28/2022","6,512","6,599","6,599","6,493","104.09K","1.50%"
"04/26/2022","6,416","6,400","6,479","6,391","90.71K","0.53%"
"04/25/2022","6,382","6,500","6,594","6,345","799.11K","-3.22%"
"04/22/2022","6,594","6,670","6,677","6,580","84.03K","-1.52%"
"04/21/2022","6,696","6,919","6,919","6,667","105.28K","-0.37%"
"04/20/2022","6,721","6,777","6,784","6,686","89.12K","-1.29%"
"04/19/2022","6,809","6,760","6,846","6,760","97.32K","0.70%"
"04/14/2022","6,762","6,785","6,819","6,749","77.57K","0.21%"
"04/13/2022","6,748","6,810","6,815","6,721","49.35K","-1.01%"
"04/12/2022","6,817","6,919","6,919","6,752","109.04K","-0.63%"
"04/11/2022","6,860","6,924","6,924","6,832","284.51K","-0.48%"
"04/08/2022","6,893","6,891","6,922","6,825","418.78K","0.95%"
"04/07/2022","6,828","7,035","7,035","6,809","41.08K","-0.22%"
"04/06/2022","6,843","6,876","6,941","6,826","46.23K","-1.27%"
"04/05/2022","6,931","7,069","7,069","6,913","70.97K","-1.07%"
"04/04/2022","7,006","7,020","7,050","6,876","245.71K","0.16%"
"04/01/2022","6,995","7,013","7,013","6,895","148.17K","0.89%"
"03/31/2022","6,933","7,012","7,012","6,882","87.73K","-0.10%"
"03/30/2022","6,940","6,850","7,019","6,850","254.21K","0.84%"
"03/29/2022","6,882","6,845","6,916","6,845","107.84K","0.54%"
"03/28/2022","6,845","6,850","6,880","6,800","110.89K","-0.04%"
"03/25/2022","6,848","6,860","6,893","6,821","161.44K","-0.19%"
"03/24/2022","6,861","7,025","7,025","6,856","36.72K","-1.20%"
"03/23/2022","6,944","6,960","7,025","6,891","133.49K","-0.52%"
"03/22/2022","6,980","6,999","7,013","6,904","124.26K","1.10%"
"03/18/2022","6,904","6,898","6,921","6,835","111.42K","0.99%"
"03/17/2022","6,836","6,764","6,877","6,587","77.56K","1.06%"
"03/16/2022","6,764","6,780","6,784","6,575","122.29K","4.53%"
"03/15/2022","6,471","6,797","6,797","6,376","230.63K","-1.90%"
"03/14/2022","6,596","6,956","6,956","6,566","162.96K","-3.16%"
"03/11/2022","6,811","6,835","6,875","6,800","64.18K","0.09%"
"03/10/2022","6,805","6,970","6,970","6,759","115.02K","1.34%"
"03/09/2022","6,715","6,800","6,800","6,600","190.09K","-0.03%"
"03/08/2022","6,717","6,832","6,840","6,640","141.16K","-0.71%"
"03/07/2022","6,765","7,055","7,055","6,701","101.03K","-1.50%"
"03/04/2022","6,868","7,205","7,205","6,821","221.05K","-3.80%"
"03/03/2022","7,139","7,167","7,234","7,125","440.80K","-0.39%"
"03/02/2022","7,167","7,130","7,192","7,000","263.82K","1.27%"
"03/01/2022","7,077","7,000","7,130","6,933","215.96K","1.49%"
"02/28/2022","6,973","6,850","7,000","6,701","121.60K","2.27%"
"02/25/2022","6,818","6,792","6,832","6,744","230.23K","0.80%"
"02/24/2022","6,764","6,880","6,880","6,717","156.46K","-1.69%"
"02/23/2022","6,880","7,100","7,100","6,850","83.02K","-0.33%"
"02/22/2022","6,903","6,884","6,917","6,777","106.11K","0.03%"
"02/21/2022","6,901","6,925","7,023","6,879","170.03K","-0.86%"
"02/18/2022","6,961","7,050","7,050","6,917","92.55K","0.17%"
"02/17/2022","6,949","7,085","7,085","6,919","99.87K","-0.66%"
"02/16/2022","6,995","7,075","7,075","6,945","88.70K","0.81%"
"02/15/2022","6,939","7,050","7,068","6,897","102.94K","0.36%"
"02/14/2022","6,914","7,056","7,056","6,875","100.04K","-1.03%"
"02/11/2022","6,986","6,963","7,004","6,900","62.74K","0.06%"
"02/10/2022","6,982","7,028","7,065","6,945","76.67K","-0.65%"
"02/09/2022","7,028","7,000","7,057","6,950","66.32K","0.92%"
"02/08/2022","6,964","6,777","6,995","6,777","78.07K","0.69%"
"02/07/2022","6,916","6,945","6,945","6,854","225.94K","0.71%"
"02/04/2022","6,867","6,850","6,919","6,650","129.28K","0.06%"
"02/03/2022","6,863","6,873","6,944","6,870","174.65K","-0.15%"
"02/02/2022","6,873","6,625","6,944","6,600","81.58K","0.16%"
"02/01/2022","6,862","6,820","6,894","6,820","89.23K","1.03%"
"01/31/2022","6,792","6,755","6,866","6,627","107.46K","0.98%"
"01/28/2022","6,726","6,712","6,755","6,625","79.68K","-0.09%"
"01/27/2022","6,732","6,755","6,755","6,608","53.90K","-0.09%"
"01/26/2022","6,738","6,550","6,897","6,550","172.59K","2.26%"
"01/25/2022","6,589","6,598","6,800","6,578","185.63K","-0.15%"
"01/24/2022","6,599","6,995","6,995","6,588","117.44K","-3.35%"
"01/21/2022","6,828","6,995","6,995","6,785","39.08K","-1.74%"
"01/20/2022","6,949","7,000","7,000","6,895","137.86K","-0.03%"
"01/19/2022","6,951","6,950","6,950","6,828","83.31K","1.53%"
"01/18/2022","6,846","6,990","6,990","6,806","117.76K","-0.81%"
"01/17/2022","6,902","6,800","6,934","6,800","74.97K","0.42%"
"01/14/2022","6,873","7,000","7,000","6,841","63.55K","-0.98%"
"01/13/2022","6,941","6,888","6,953","6,886","89.77K","-0.01%"
"01/12/2022","6,942","6,823","6,939","6,822","82.35K","2.87%"
"01/11/2022","6,748","6,740","6,808","6,726","126.59K","-0.07%"
"01/10/2022","6,753","6,757","6,869","6,713","80.10K","-0.07%"
"01/07/2022","6,758","6,824","6,824","6,741","56.75K","-0.41%"
"01/06/2022","6,786","6,868","6,868","6,714","80.00K","-1.19%"
"01/05/2022","6,868","6,997","6,997","6,798","57.67K","0.03%"
"01/04/2022","6,866","6,770","6,880","6,752","115.65K","1.82%"
"01/03/2022","6,743","6,785","6,800","6,700","253.23K","0.34%"
